User_ID,Age,Gender,Age Group,Category,Profession_Type,Daily_Screen_Time,Social_Media_Time,Study_Time,Entertainment_Time,Device_Before_Sleep,Sleep_Hours,Sleep_Quality,Stress_Level,Eye_Strain,Physical_Activity,Productivity_Level,Academic_Performance,Concentration_Level
889,66,Male,Senior,Working,Business,4.9,1.9,1.0,3.9,No,7.0,Good,9,No,2.1,Medium,72,3
890,29,Female,Adult,Non-Working,Unemployed,9.5,4.1,1.6,7.9,Yes,7.4,Good,4,Yes,1.8,Low,57,7
891,60,Male,Senior,Working,Government,3.1,1.3,4.8,0.5,Yes,6.8,Average,2,No,2.4,High,77,6
892,49,Male,Adult,Working,Healthcare,3.1,2.6,0.0,3.1,No,8.7,Good,7,No,1.5,Medium,33,2
893,25,Male,Adult,Non-Working,Unemployed,2.0,3.3,0.4,1.6,No,6.4,Average,6,No,1.7,High,43,3
894,17,Female,Teen,Student,School Student,9.8,4.3,1.9,7.9,No,6.8,Average,1,Yes,1.4,Medium,75,9
895,23,Male,Adult,Working,Corporate,4.6,1.2,2.3,2.3,No,4.5,Poor,9,No,0.7,High,25,5
896,32,Female,Adult,Working,Freelancer,2.9,0.8,1.2,1.7,No,8.8,Good,5,No,1.0,Medium,97,9
897,35,Female,Adult,Non-Working,Homemaker,8.8,1.3,0.4,8.4,Yes,4.6,Poor,9,Yes,1.1,Medium,56,9
898,28,Female,Adult,Working,IT Services,2.5,3.6,1.8,0.7,Yes,6.5,Average,10,No,0.5,Medium,90,10
899,71,Male,Senior,Non-Working,Unemployed,9.3,4.7,3.4,5.9,Yes,5.2,Average,4,Yes,0.8,Low,4,5
900,35,Female,Adult,Working,Business,8.2,3.2,1.8,6.4,No,5.9,Average,2,Yes,0.5,High,42,3
